"subject";"id";"subject";"thread";"from_unixtime(jos_kunena_messages.time,'%Y-%m-%dT%T')";"message"
"温哥华2018届Burnaby/Richmond小组2018年10月29日共修";"3982";"温哥华2018届Burnaby/Richmond小组2018年10月29日共修";"506";"2018-10-28T22:21:33";"18届温哥华慧灯小组共修通知：诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2018年10月29日星期一 下午6：30（温哥华时间）地点：Burnaby道场、Richmond道场、 网络（Zoom房间号码 7789995278，https://zoom.us/j/7789995278 )学习内容：浅谈因果关系视频链接1：[video]https://www.youtube.com/watch?v=xyb5cpubKmo[/video]视频链接2：[video]https://www.youtube.com/watch?v=SM-586wQzUo[/video]音频链接：[url=http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-07-49-59/1683-l02001]http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-07-49-59/1683-l02001[/url]文字链接：[url=http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-01/135-a00003]http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-01/135-a00003[/url]串讲师兄：王师兄主持师兄：Bob师兄思考题：1.  什么叫业？业和因是不是一回事？2.  业报的类别有几种？3.  为什么有的果报来的快，而有的来的慢？4.  什么是断见，什么是常见？5.  外道认为一切都是命中注定的，你觉得这是对的还是错的，为什么？6.  无神论者认为没有因果的存在，你是如何看待社会上恶人越发猖獗却无可奈何？7.  佛为什么让我们不轻易去看因果？8.  你曾经造过什么业，你想要怎么去消除？9.  因果的规律是不是佛制定的，用来吓唬我们凡夫的？10. 你在生活中有什么无法理解的违缘，过去你是怎么看待的，现在呢？"
"温哥华2016届Burnaby小组2018年10月31日共修";"3983";"温哥华2016届Burnaby小组2018年10月31日共修";"507";"2018-10-29T18:11:15";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2018年10月31日星期三6：30pm网络共修链接： http://zoom.us/j/7789995278 轮回过患第15课学习内容:  旁生之苦觀看《地球公民》 (第2次 45分钟-结束)https://www.youtube.com/watch?v=qzzf6jDs-mU主持：Frank 师兄"
"温哥华2016届Burnaby小组2018年11月7日共修";"3984";"温哥华2016届Burnaby小组2018年11月7日共修";"508";"2018-11-04T17:45:16";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2018年11月7日星期三6：30pm网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )轮回过患第16课学习内容: 观修方法上师开示视频（1-47' & 84'-106'）：http://www.huidengzhiguang.com/index.php/huideng-jiangtang/2016-07-21-09-15-04/2017-01-20-04-20-16/1105-l16008https://www.youtube.com/watch?v=hjxFlmi4rz0串讲：Henry师兄主持：Frank师兄"
"温哥华2018届Burnaby/Richmond小组2018年10月29日共修";"3985";"温哥华2018届Burnaby/Richmond小组2018年11月05日共修";"506";"2018-11-04T22:00:31";"18届温哥华慧灯小组共修通知：诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2018年11月05日星期一 下午6：30（温哥华时间）地点：Burnaby道场、Richmond道场、 网络（Zoom房间号码 7789995278，https://zoom.us/j/7789995278 )学习内容：浅谈因果关系 第二次/共两次视频链接1：[video]https://www.youtube.com/watch?v=xyb5cpubKmo[/video]视频链接2：[video]https://www.youtube.com/watch?v=SM-586wQzUo[/video]音频链接：[url=http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-07-49-59/1683-l02001]http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-07-49-59/1683-l02001[/url]文字链接：[url=http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-01/135-a00003]http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-01/135-a00003[/url]串讲师兄：王师兄主持师兄：贾师兄思考题： [attachment=195]浅谈因果——王芃远 (1).pptx[/attachment]1. 如何将罪业变成不定业？2. 修持金刚萨垛中的四力是什么？3. 为什么升起嗔恨心的后果是非常严重的？4. 如何证明因果关系的存在？5. 为什么父母造了业而子女却承担果报？6. 如何理解一些高僧大德的行为，像济公和尚吃肉、喝酒，难道他们不承担因果吗？7. 你曾经造过什么业？你想要如何去消除？8. 你在生活中有无什么违缘让你无法理解？9. 学习因果关系后你认为应当如何避免违缘的发生？10. 佛为什么让我们不轻易去观察因果？"
"温哥华2018届Burnaby/Richmond小组2018年11月05日共修";"3986";"温哥华2018届Burnaby/Richmond小组2018年11月05日共修";"509";"2018-11-04T22:08:28";"18届温哥华慧灯小组共修通知：诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2018年11月05日星期一 下午6：30（温哥华时间）地点：Burnaby道场、Richmond道场、 网络（Zoom房间号码 7789995278，https://zoom.us/j/7789995278 )学习内容：浅谈因果关系 第二次/共两次[video]https://www.youtube.com/watch?v=xyb5cpubKmo[/video][video]https://www.youtube.com/watch?v=SM-586wQzUo[/video]音频链接： http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-07-49-59/1683-l02001 文字链接： http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-01/135-a00003 串讲师兄：王师兄主持师兄：贾师兄思考题：1. 如何将罪业变成不定业？2. 修持金刚萨垛中的四力是什么？3. 为什么升起嗔恨心的后果是非常严重的？4. 如何证明因果关系的存在？5. 为什么父母造了业而子女却承担果报？6. 如何理解一些高僧大德的行为，像济公和尚吃肉、喝酒，难道他们不承担因果吗？7. 你曾经造过什么业？你想要如何去消除？8. 你在生活中有无什么违缘让你无法理解？9. 学习因果关系后你认为应当如何避免违缘的发生？10. 佛为什么让我们不轻易去观察因果？"
"温哥华2015届Burnaby小组2018年10月30日共修";"3987";"温哥华2015届Burnaby小组2018年10月30日共修";"510";"2018-11-06T13:03:47";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2018年10月30日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )共修内容:因果不虚之：从《佛说稻秆经》谈佛教人生观和世界观 复习视频10（第10次）主持师兄：圆信Sherry"
"温哥华2015届Burnaby小组2018年11月6日共修";"3988";"温哥华2015届Burnaby小组2018年11月6日共修";"511";"2018-11-06T13:04:34";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2018年11月6日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )共修内容:因果不虚之：从《佛说稻秆经》谈佛教人生观和世界观 复习视频11（第11次）主持师兄：圆航  [attachment=199]foshuodaoganjing.pdf[/attachment]"
"温哥华2015届Burnaby小组2018年11月6日共修";"3989";"温哥华2015届Burnaby小组2018年11月6日共修";"511";"2018-11-06T19:02:48";"https://www.youtube.com/watch?v=WAglE-d_uSw《十二因缘的故事》电影：《十二因缘的故事》http://wemedia.ifeng.com/48287864/wemedia.shtmlhttp://ips.ifeng.com/video19.ifeng.com/video09/2017/11/15/14105764-102-998769-132714.mp4"
"温哥华2016届Burnaby小组2018年11月14日共修";"3990";"温哥华2016届Burnaby小组2018年11月14日共修";"512";"2018-11-09T21:07:12";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2018年11月14日星期三6：30pm网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )轮回过患第17课学习内容: 1）复习上周观修方法 2）轮回存在的证明上师开示视频（1-38'）：http://www.huidengzhiguang.com/index.php/huideng-jiangtang/2016-07-21-09-15-04/2017-01-20-04-20-16/1106-l16009https://www.youtube.com/watch?v=6njk9xue34Y串讲：圆顶师兄主持：Frank师兄"
"温哥华2018届Burnaby/Richmond小组2018年11月12日共修";"3991";"温哥华2018届Burnaby/Richmond小组2018年11月12日共修";"513";"2018-11-11T22:02:44";"18届温哥华慧灯小组共修通知：诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2018年11月12日星期一 下午6：30（温哥华时间）地点：Burnaby道场、Richmond道场、 网络（Zoom房间号码 7789995278，https://zoom.us/j/7789995278 )学习内容：入座与出座视频链接：[video]https://www.youtube.com/watch?v=0aYhn_Y0MIg[/video][url=http://www.huidengzhiguang.com/index.php/huideng-jiangtang/2016-07-21-09-15-04/2017-01-20-04-20-16/621-l15013]http://www.huidengzhiguang.com/index.php/huideng-jiangtang/2016-07-21-09-15-04/2017-01-20-04-20-16/621-l15013[/url]音频链接：  [url=http://d.huidengzhiguang.com/?id=B00021 ]http://d.huidengzhiguang.com/?id=B00021 [/url]文字链接：  [url=http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-2/158-a00021  ]http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-2/158-a00021  [/url]串讲师兄：晓燕师兄主持师兄：贾新华师兄思考题：1. 入座前的准备工作都有哪些？  2. 什么是毗卢七法？                    3. 上师讲的应对腿疼的两种方法是什么？                                        4. 打坐时眼睛应该看哪里？为什么不要闭眼睛？                         5. 如何通过观想和呼吸来清理垃圾情绪？                                        6. 入座时的心（意）的要点有哪些？                                                7. 观想佛像的目的是什么？观想时佛像在什么位置？是面向自己还是背对自己？                            8. 如何可以把佛像观想清楚？观想不清楚怎么办？                        9. 出座前要做的是什么？如果打坐的效果不好，是不是表示自己和这个法没缘分、应当放弃？      10. 修行的三个目标是什么？应当如果实现？                                      11. 修五加行时需要的灌顶是什么？上师要求必须读的三篇文章是什么？                                            12.现场练习打坐。"
"温哥华2018届Burnaby/Richmond小组2018年11月12日共修";"3992";"温哥华2018届Burnaby/Richmond小组2018年11月12日共修";"513";"2018-11-12T20:51:57";"[attachment=205]入座与出座(1).pptx[/attachment]如何讓打坐盤腿更加容易https://www.youtube.com/watch?v=fZgpamNfxk8入座https://www.youtube.com/watch?v=xe7b4_oYQpo出座https://www.youtube.com/watch?v=7GqNnQTJf-g"
"温哥华2015届Burnaby小组2018年11月13日共修";"3993";"温哥华2015届Burnaby小组2018年11月13日共修";"514";"2018-11-13T12:19:12";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2018年11月13日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )共修内容:因果不虚之：从《佛说稻秆经》谈佛教人生观和世界观 复习视频12（第12次）主持师兄：圆施Wendy"
"温哥华2018届Burnaby/Richmond小组2018年11月19日共修";"3994";"温哥华2018届Burnaby/Richmond小组2018年11月19日共修";"515";"2018-11-19T02:28:31";"18届温哥华慧灯小组共修通知：                        诸法等性本基法界中自现圆满三身游舞力                    离障本来怙主龙钦巴  祈请无垢光尊常护我                                  时间：2018年11月19日星期一 下午6：30（温哥华时间）          地点：                                            Burnaby道场、Richmond道场、 网络（Zoom房间号码 7789995278，zoom.us/j/ 7789995278 )                              学习内容：                                    金刚七句之上师瑜伽  第一次/共两次                                视频链接：     [url=http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-09-22-23/650-l12031]http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-09-22-23/650-l12031[/url]                                             音频链接：[url= http://d.huidengzhiguang.com/?id=B00128 ] http://d.huidengzhiguang.com/?id=B00128 [/url]                                                                                                                        文字链接：[url=http://d.huidengzhiguang.com/?id=F00128]http://d.huidengzhiguang.com/?id=F00128[/url]                                     串讲师兄：Emily师兄          主持师兄：贾师兄                                                                                  思考题：                                        1.密法特别强调三根本，简述是哪三根本？                                    2.三根本有不同的功德与加持，请简述之？                                    3.什么人适合修莲花生大师的上师瑜伽？                                        4.简述莲花生大师的功德有哪些？                                                5.佛教主要存在于哪三种语言？无上密法只存在于哪一种语言？  6.藏传佛教中有哪些高僧大德是莲花生大师的化身？                    7.如何理解诸佛、诸菩萨都是一体的，无二无别？                          8.为什么末法时代更要修莲花生大师的上师瑜伽？净土宗的道友可以修莲花生大师的上师瑜伽吗？                                                9.为什么视师如佛是密法修行的方便？为什么证悟时会对上师的信心成千上万倍的增加？"
"温哥华2018届Burnaby/Richmond小组2018年11月19日共修";"3995";"温哥华2018届Burnaby/Richmond小组2018年11月19日共修";"515";"2018-11-19T16:27:54";"PPT [attachment=208]第一堂課金剛七句.pptx[/attachment]"
